corpus,level,scorer,true_principal,principal,rank,score,z,is_true
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,thatcher,1,1.7587738752365112,6.415953855712747,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,uk,2,1.7351333618164062,6.267029041071323,True
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,london,3,1.5379293441772461,5.024730650526229,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,england,4,1.412364935874939,4.233730222588055,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,ireland,5,1.2991706371307372,3.5206560325575653,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,boston,6,1.1548423290252685,2.611451306325276,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,protestantism,7,0.9942498683929444,1.5997895878390915,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,france,8,0.9496548652648926,1.318860724038241,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,israel,9,0.9098476886749267,1.0680930571221139,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,effective_altruism,10,0.8957933187484741,0.9795567212564581,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,germany,11,0.8831170797348022,0.8997020027097788,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,modi,12,0.8641326904296875,0.7801087177373626,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,usa,13,0.8473667621612548,0.6744907594765953,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,bush,14,0.8370957612991333,0.6097879811404654,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,russia,15,0.8271804094314575,0.5473256347117997,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,chicago,16,0.7901724815368653,0.31419200076634546,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,nyc,17,0.7900537729263306,0.3134441888425495,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,amazon,18,0.7864192962646485,0.29054858782318743,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,orthodoxy,19,0.783808422088623,0.27410123129555813,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,libertarianism,20,0.7837391376495362,0.2736647698674503,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,xi,21,0.7714765548706055,0.19641590327454947,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,google,22,0.7650973916053772,0.15622998641397995,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,altman,23,0.7578981399536133,0.11087787418429831,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,los_angeles,24,0.7402972459793091,0.0,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,putin,25,0.7252551555633545,-0.09475853959713361,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,catholicism,26,0.7243220806121826,-0.10063650052295914,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,china,27,0.715709924697876,-0.15488928684825154,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,trotsky,28,0.7120838165283203,-0.17773217005575312,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,japan,29,0.6926696538925171,-0.3000328375825677,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,meta,30,0.6861908197402954,-0.3408466370997808,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,india,31,0.6861594200134278,-0.34104444153915364,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,communism,32,0.6647348880767823,-0.4760095495613313,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,kennedy,33,0.6462166547775269,-0.5926662571619742,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,nixon,34,0.6448956966400147,-0.600987711196504,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,christianity,35,0.6434950351715087,-0.6098112610858745,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,musk,36,0.6414083957672119,-0.6229561696158273,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,environmentalism,37,0.6144743442535401,-0.7926288225711934,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,islam,38,0.6083095073699951,-0.8314645776946739,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,stalin,39,0.5875485658645629,-0.962249358487485,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,tesla,40,0.5832087278366089,-0.989588425215926,False
